Huc 4th Name,Huc 5th Name,Huc 6th Code,Huc 6th Name,Total HUC Area   ,FS HUC Area,Total Perennial Stream Length,Total ECA Area,Perennial Stream Length Under Non-shading Covertypes,0 - 2% Gradient Perennial Stream Length,0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Perennial Stream Length w/in 300' of Roads,Total Road Length,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of HUC over External FS Boundary ,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density Rating,Barriers by Stream Order  Rating,RCA,Drainage Network,Road Density / Location,Barriers,Large Woody Debris,Sediment,Embeddedness,Temperature,Off-channel Habitat,Floodplain Connectivity,Streambank Stability,Width-Depth Ratio,Peak/Base Flows,Pool Frequency/Quality,Large Pools,INTEGRATED 6th Level HUC Rating
Lower Clark Fork,Lower Thompson River,170102130406,Calico Creek-Thompson River,30756.10156,16330.12012,14.43027401,258.3992465,5.593396187,5.777225971,0,7.869009495,59.47830582,0,3,53.09554621,1.582347494,38.7615383,0,54.53125484,2.331037093,0,3,FA,FUR,FA,FUR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Blackfoot,Dry Fork North Fork Blackfoot River,170102030501,Canyon Creek,10206.62988,10206.62988,14.23635292,1623.618743,0.350603074,3.522720575,0,0,0,0,0,100,15.90749113,2.46273098,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Middle Clark Fork,Trout Creek-Clark Fork,170102040611,Cedar Creek,25108.54102,24045.39648,19.93110466,1020.810916,7.535644531,3.567117929,0,13.00726414,110.3959198,0,1,95.76580523,4.245348652,37.80846401,0,65.26113007,2.938333278,0,1,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lynch Creek-Clark Fork ,170102130513,Cherry Creek,19412.54492,18829.1875,27.14438438,827.411857,6.397114754,0.147267461,0,4.864347935,41.20591354,0,0,96.99494618,4.394304624,23.56699147,0,17.92027355,1.400580066,0,0,FA,FAR,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Lower Clark Fork,Middle Thompson River,170102130203,Chippy Creek,11855.04297,9463.211914,8.909641266,2291.227616,3.619240046,0,0,0.348672479,24.61567307,0,0,79.82435778,24.2119445,40.62161357,0,3.913428936,1.664765716,0,0,FA,FUR,FA,FA,FAR,FA,FAR,FAR,FA,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Flint-Rock,Lower Rock Creek,170102021303,Cinnamon Bear Creek-Rock Creek,30253.70508,29845.28516,45.33294296,884.341918,15.23201275,8.782371521,0,8.891078949,36.57583237,1,1,98.65001685,2.963087514,33.60031746,0,19.61284304,0.784329337,1,1,FA,FUR,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Lower Clark Fork,Prospect Creek,170102130605,Clear Creek,18561.30859,16982.63867,9.181164742,769.3495597,1.955881476,0,0,3.723334312,103.2748489,0,0,91.494835,4.530212145,21.30319553,0,40.55405188,3.891969004,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Clearwater River,170102031101,Clearwater Lake-Clearwater River,22470.80469,21060.97461,31.16866684,657.9153722,18.9244709,6.831097603,0,4.488011837,128.6676636,0,0,93.72594752,3.123860051,60.71633092,0,14.39911389,3.909947484,0,0,FA,FUR,FA,FAR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Dry Creek-Clark Fork ,170102040805,Cold Creek-Clark Fork,19886.55469,12610.24316,14.79427147,486.0841783,1.443145037,0.012494562,0,3.84045577,80.51148224,0,0,63.41089928,3.854677281,9.754755682,0,25.95907327,4.08615028,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Lower Clark Fork,Prospect Creek,170102130601,Cooper Gulch,10142.11523,10139.72559,14.26746082,173.9532025,1.308204532,0.013221028,0,3.581867695,19.30438232,1,0,99.97643836,1.715561245,9.16914753,0,25.10515178,1.218455527,1,0,FA,FA,FA,FUR,FAR,FAR,FAR,FAR,FUR,FAR,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Lower Clark Fork,Prospect Creek,170102130603,Crow Creek,9426.676758,9397.489258,13.79878235,339.3852306,1.528649807,0,0,3.003587246,67.60020447,1,0,99.69037339,3.611445795,11.07815,0,21.7670456,4.603796788,1,0,FA,FAR,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Mill Creek-Clark Fork,170102040203,Deep Creek,19689.5625,9932.458984,3.471588135,238.0372086,2.539574385,0,0,0.924618602,29.88713074,0,0,50.44530057,2.396558687,73.15310129,0,26.63387954,1.925783303,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Lower Clark Fork,Upper Noxon Reservoir,170102130903,Deep Creek,8916.220703,8423.841797,4.554275513,748.9076569,2.047242403,0,0,1.271575809,10.82537746,0,0,94.47771738,8.890333828,44.95209825,0,27.92048494,0.822456279,0,0,FA,FUR,FA,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Blackfoot,Clearwater River,170102031103,Deer Creek,12652.55273,2209.717285,2.443770885,47.92189127,1.5673244,0.703930855,0,0.682390511,6.27442646,0,0,17.46459652,2.1686888,64.13548869,0,27.92366973,1.817260951,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Middle Clark Fork,Saint Regis River,170102040706,Deer Creek,10700.03711,10163.75781,17.89934158,214.2897045,3.634839058,1.257177949,0,8.913492203,46.32536697,1,2,94.98806134,2.108370826,20.30711041,0,49.79787754,2.917054441,1,2,FA,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Monture Creek,170102030803,Dick Creek,20462.15234,10056.51563,13.55601215,1190.355252,0,0,0,1.280653,28.90488434,0,0,49.14691014,11.83665692,0,0,9.447121951,1.839516455,0,0,FA,FA,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FA,FAR,FAR,FA,FAR,FAR,FAR,FAR,FAR,FA,FA,FAR
Flint-Rock,Cramer Creek-Clark Fork,170102021405,Donovan Creek-Clark Fork,29663.33789,10628.58984,4.997119427,472.1909548,4.718764782,0,0,4.862803459,122.1597595,0,0,35.83072776,4.442649135,94.42969797,0,97.31213213,7.355843743,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Dry Creek-Clark Fork ,170102040802,Dry Creek,28731.70703,27464.97852,41.53596497,366.1818093,8.40344429,1.958593726,0,11.56039619,59.87186813,4,1,95.59118254,1.333268144,20.23173001,0,27.83225622,1.395158404,4,1,FA,FAR,FA,FUR,FAR,FUR,FAR,FAR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Lower Clark Fork,Prospect Creek,170102130606,Dry Creek,22866.68359,20945.35742,30.54149246,160.2920312,2.090513468,0,0,5.763255596,33.42854309,1,1,91.59770518,0.765286684,6.844830751,0,18.87024874,1.021432442,1,1,FA,FA,FA,FUR,FAR,FUR,FAR,FAR,FUR,FUR,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Blackfoot,Dry Fork North Fork Blackfoot River,170102030503,Dry Fork North Fork Blackfoot River,26785.0625,26762.30859,35.35860443,1284.734299,1.727157593,7.139909267,0,0,0,0,0,99.91505002,4.80053615,4.884688241,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Blackfoot,Monture Creek,170102030802,Dunham Creek,21223.94336,20878.2168,27.60588074,6250.918531,0.107654527,5.792881489,0,5.917942524,43.10887909,0,0,98.37105407,29.93990623,0.389969543,0,21.4372531,1.321457809,0,0,FAR,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Bitterroot,Lolo Creek,170102051402,East Fork Lolo Creek,20418.41406,20418.41211,19.36021614,592.5605493,8.686198235,1.67285037,0,13.34638786,149.2621155,3,0,99.99999043,2.902089281,44.86622552,0,68.9371842,4.678510425,3,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lynch Creek-Clark Fork ,170102130511,Eddy Creek,8794.948242,8523.241211,15.20704556,778.5018018,2.00286603,0.083482809,0,5.222552299,33.76025772,0,0,96.91064661,9.133870349,13.17064529,0,34.34297793,2.53501742,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Petty Creek,170102040402,Eds Creek,6198.891113,5870.258301,2.700792789,360.9843709,1.879990578,0,0,1.080159426,33.81306458,0,0,94.69852258,6.149377973,69.60884171,0,39.99416134,3.686441076,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Lower Rock Creek,170102021305,Gilbert Creek,14992.9541,13633.0918,19.18059921,635.2271569,2.852174997,0,0,6.527729988,82.46829224,0,0,90.92999088,4.659450449,14.87010372,0,34.03298258,3.871440743,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lower Thompson River,170102130407,Goat Creek-Thompson River,13213.71875,12942.77832,11.90268612,442.5102541,5.504896164,5.35493803,0,6.112563133,62.6183815,0,0,97.94955202,3.41897422,46.24919206,0,51.3544848,3.096380326,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Lolo Creek,170102051403,Granite Creek,13113.63281,13007.42871,10.89248371,544.9980534,4.503315926,3.431923151,0,7.760699749,97.42393494,1,2,99.19012448,4.189898446,41.34333404,0,71.24821074,4.793516055,1,2,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Rattlesnake Creek-Clark Fork,170102040103,Grant Creek,18760.93945,10000.41113,10.64986897,64.08948367,1.765595675,0.068517983,0,0.071567185,2.249053001,0,0,53.30442624,0.640868488,16.57856712,0,0.672000618,0.143933475,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
Lower Clark Fork,Upper Noxon Reservoir,170102130901,Graves Creek,18350.17578,17529.9668,16.222826,728.3446992,1.022676706,0,0,5.421634674,40.62146759,0,0,95.53023909,4.154854984,6.303936848,0,33.4197918,1.48304555,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Bitterroot,Miller Creek-Bitterroot River,170102051603,Hayes Creek-Bitterroot River,31827.64063,7956.539063,11.41012383,502.6184666,8.568582535,0.936666071,0,6.985909939,56.26542282,0,0,24.99883405,6.317048941,75.09631505,0,61.22554011,4.525820878,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Ninemile Creek,170102040301,Headwaters Ninemile Creek,21090.42578,20220.13086,3.452894449,1348.279037,1.853537321,1.853528142,1.853528142,3.183995008,158.569931,1,0,95.8735071,6.668003518,53.68068293,100,92.21234692,5.018995998,1,0,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Saint Regis River,170102040701,Headwaters Saint Regis River,26641.60742,25840.09766,38.60864258,670.1667917,12.9791832,6.947244644,0,21.32382774,124.7972794,2,0,96.99151124,2.593514934,33.61729999,0,55.23071085,3.090942606,2,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lynch Creek-Clark Fork ,170102130502,Henry Creek,8637.134766,5515.739746,0,388.2254777,0,0,0,0,25.26543427,0,0,63.86075818,7.03850246,0,0,0,2.931588268,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Flint-Rock,Upper Rock Creek,170102021207,Hogback Creek,10485.68652,10479.12891,8.860975266,2413.982357,4.00247097,0,0,0.607654452,0.742087305,0,0,99.93746125,23.03609755,45.16964386,0,6.85764754,0.045322076,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FA,FUR,FAR,FA,FA,FA,FAR,FAR,FA
Bitterroot,Lolo Creek,170102051404,Howard Creek,12396.27344,12396.27344,15.84164524,773.2717838,15.52601433,3.765532732,0,12.05100536,151.5978241,5,6,100,6.237937455,98.00758755,0,76.07167804,7.826755993,5,6,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Flathead,Upper Little Bitterroot River,170102120104,Hubbart Reservoir-Little Bitterroot River,38465.99609,1817.337646,0.576852798,170.2215978,0.242462322,0,0,0,5.307037354,0,0,4.724530315,9.366536707,42.03192266,0,0,1.868944889,0,0,FA,FUR,FA,FA,FAR,FA,FAR,FAR,FA,FA,FUR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FAR
Flint-Rock,Upper Rock Creek,170102021208,Hutsinpilar Creek-Rock Creek,23443.92969,23438.75977,32.3732338,1309.214469,14.39985943,7.238670826,0,3.316454172,13.71569061,0,0,99.97794772,5.585681506,44.48075691,0,10.24443277,0.374509662,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
Middle Clark Fork,Trout Creek-Clark Fork,170102040612,Johnson Creek-Clark Fork,17552.07422,11481.09375,0,548.7862625,0,0,0,0,84.07363892,0,0,65.41160667,4.779912737,0,0,0,4.686585623,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Blackfoot,Gold Creek-Blackfoot River,170102031308,Johnson Gulch-Blackfoot River,16959.64844,9121.113281,7.036186695,401.1216586,2.893100262,1.86857307,0,2.635858536,47.74855423,0,0,53.78126389,4.397726968,41.11744596,0,37.46146386,3.350366755,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lynch Creek-Clark Fork ,170102130503,Kennedy Creek-Clark Fork,12238.89355,6442.791992,0,58.39233491,0,0,0,0,6.021995068,0,0,52.64194809,0.90632035,0,0,0,0.598199794,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FAR,FA,FA,FA,FA,FA,FA,FA,FAR
Flint-Rock,Lower Rock Creek,170102021306,Kitchen Gulch-Rock Creek,22445.26367,20999,36.7829628,1043.64221,10.64091206,7.16518116,0,9.413017273,109.4630737,0,0,93.55648616,4.969961476,28.92891504,0,25.59069894,3.336176351,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Flathead,Camas Praire Basin-Flathead River,170102120810,Knowles Creek-Flathead River,19744.29883,8759.820313,0,82.71036125,0,0,0,0,19.22661781,0,0,44.36632766,0.944201574,0,0,0,1.40471322,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FAR,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Middle Clark Fork,Mill Creek-Clark Fork,170102040202,La Valle Creek,8722.78418,2068.030273,0.465473205,126.0229004,0,0,0,0,19.02079964,0,0,23.70837374,6.093861489,0,0,0,5.886428223,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Blackfoot,Lower North Fork Blackfoot River,170102030701,Lake Creek,13683.55566,13618.75391,18.30535698,3455.260539,5.860281944,3.354114294,0,1.131678343,25.56570244,0,0,99.52642603,25.37134133,32.0140271,0,6.182224931,1.201435144,0,0,FAR,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FAR
Blackfoot,Clearwater River,170102031104,Lake Inez-Clearwater River,23219.78711,18707.85938,37.35891724,1922.499575,13.73179436,5.045138359,0,21.28872871,228.4719391,3,0,80.56860852,10.27642734,36.75640349,0,56.98433008,7.816075484,3,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Upper Thompson River,170102130104,Lazier Creek,15253.21094,2400.283936,0,78.10421389,0,0,0,0,12.91299343,0,0,15.73625347,3.253957281,0,0,0,3.443057579,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FA,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Middle Clark Fork,Ninemile Creek,170102040302,Little Bear Creek-Ninemile Creek,20669.5625,18900.05664,0.19262284,1230.373637,0.192622826,0.19262284,0.19262284,0,172.829834,0,0,91.43907444,6.509893916,99.99999226,100,0,5.852421284,0,0,FA,FUR,FUR,FA,FUR,FA,FUR,FUR,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Saint Regis River,170102040711,Little Joe Creek,27836.10156,27491.94336,40.03278732,931.6066534,3.835011482,0.693552494,0,19.61228752,150.2995758,6,0,98.76362643,3.388653327,9.579676407,0,48.99056207,3.498906107,6,0,FA,FA,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Middle Clark Fork,Fish Creek,170102040508,Lower Fish Creek,14368.72852,3550.022949,3.757317066,128.689852,1.292117834,0.465863138,0,0.355558157,9.699913025,0,0,24.70659074,3.625042818,34.38937442,0,9.463086311,1.74870541,0,0,FA,FUR,FA,FAR,FAR,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FUR
Lower Clark Fork,Lower Thompson River,170102130404,Lower Fishtrap Creek,26187.63672,10881.85059,10.52451038,485.583878,0,1.904063702,0,5.07758522,118.7068329,0,0,41.55338912,4.462328114,0,0,48.24533432,6.981567377,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Lower Clark Fork,Little Thompson River,170102130305,Lower Little Thompson River,18303.75781,2517.145508,1.158941269,444.9125236,0,0,0,0,4.236795902,0,0,13.75206957,17.67528028,0,0,0,1.077231876,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Bitterroot,Lolo Creek,170102051409,Lower Lolo Creek,31812.51563,12537.78809,10.04349613,4381.941467,3.748078108,1.198703051,0,3.791720867,104.4498444,1,0,39.41149525,34.94987662,37.31846021,0,37.75299773,5.33171401,1,0,FAR,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Blackfoot,Monture Creek,170102030804,Lower Monture Creek,13788.64453,2506.255859,2.239631653,285.2774865,0.10474249,0.612452805,0,1.366157055,16.88943863,0,0,18.17623084,11.38261624,4.676773059,0,60.99918499,4.312903921,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Blackfoot,Lower North Fork Blackfoot River,170102030706,Lower North Fork Blackfoot River,19794.76367,1284.570068,2.667468309,15.50894177,0,0,0,0.078778751,3.848090172,0,0,6.489443823,1.207325482,0,0,2.953315356,1.91719998,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Middle Clark Fork,Petty Creek,170102040405,Lower Petty Creek,12315.3877,10860.0752,11.46015739,175.0479323,5.629945755,3.23571682,0,4.225379944,34.03915405,0,0,88.18297454,1.611848253,49.1262516,0,36.87017375,2.005976773,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Blackfoot,Placid Creek,170102031002,Lower Placid Creek,21644.16602,8154.229004,8.020185471,1159.07943,7.918518066,4.020382404,0,3.91758132,55.14017105,0,0,37.67402726,14.21445767,98.73235595,0,48.84651775,4.327780034,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Prospect Creek,170102130607,Lower Prospect Creek,26157.64648,23459.08008,26.93023682,1056.871195,9.218933105,7.66414547,0,9.147936821,158.2415924,0,1,89.68345104,4.505168965,34.23264774,0,33.96901737,4.317075469,0,1,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Rattlesnake Creek-Clark Fork,170102040102,Lower Rattlesnake Creek,23198.57813,18119.49805,23.41908073,164.7166348,11.24349403,8.095554352,0,3.482951641,20.24972725,0,0,78.10607163,0.909057383,48.0099717,0,14.87228163,0.715241968,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
Middle Clark Fork,Saint Regis River,170102040712,Lower Saint Regis River,24495.74414,20970.125,31.08852005,824.1625521,14.619627,7.723333359,0,17.59565163,186.0326385,0,1,85.60721764,3.930174723,47.02580559,0,56.5985502,5.677643251,0,1,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Fish Creek,170102040507,Lower South Fork Fish Creek,33160.92578,16289.65723,11.94538689,1483.799021,10.00365257,1.741261601,0,7.464218616,102.4178238,2,0,49.12304721,9.108841277,83.74490226,0,62.48620231,4.023866575,2,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Trout Creek-Clark Fork,170102040608,Lower Trout Creek,17646.24805,17188.73047,6.831713676,1669.753664,6.831713676,5.403207302,0,6.202638626,108.3052521,0,0,97.40728127,9.714234956,100,0,90.79184111,4.032605052,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Lower Clark Fork,Lynch Creek-Clark Fork ,170102130506,Lynch Creek,31542.21289,7695.697754,3.475212574,222.819582,1.301252961,0.275009453,0,0,26.94957733,0,0,24.39809084,2.89537855,37.44383785,0,0,2.241217112,0,0,FA,FUR,FA,FA,FAR,FA,FAR,FAR,FA,FA,FUR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FAR,FUR,FUR,FAR
Middle Clark Fork,Rattlesnake Creek-Clark Fork,170102040104,Marshall Creek-Clark Fork,26141.88086,5485.830078,1.466046691,183.7463763,1.346981645,0,0,0.847627103,38.87350845,0,0,20.98483314,3.349472617,91.87849561,0,57.81719699,4.535146925,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Mill Creek-Clark Fork,170102040205,Martin Gulch-Clark Fork,19749.19727,1860.999023,1.527842164,58.75570947,0.884134412,1.042314172,0,0,12.05089188,0,0,9.423162868,3.157213343,57.86817726,0,0,4.14431749,0,0,FA,FUR,FA,FA,FUR,FA,FAR,FUR,FAR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Middle Clark Fork,Ninemile Creek,170102040303,McCormick Creek-Ninemile Creek,25146.27148,21385.90039,0.075889014,738.5315562,0.075889014,0.075889014,0,0,107.1441498,0,0,85.04600932,3.453357318,100,0,0,3.206423607,0,0,FA,FUR,FA,FA,FUR,FA,FAR,FUR,FAR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
